Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PT_DIFF
LAL,LAL @ MEM,12/27/2015,L,240,96,32,84,38.1,8,29,27.6,24,32,75,18,28,46,16,6,5,15,18,-16
NYK,NYK @ BOS,12/27/2015,L,240,91,33,89,37.1,4,19,21.1,21,24,87.5,13,35,48,15,6,4,13,23,-9
SAC,SAC vs. POR,12/27/2015,L,240,94,30,76,39.5,9,24,37.5,25,31,80.6,7,36,43,22,10,5,23,22,-4
OKC,OKC vs. DEN,12/27/2015,W,240,122,48,83,57.8,8,15,53.3,18,21,85.7,13,30,43,27,5,5,14,17,10
POR,POR @ SAC,12/27/2015,W,240,98,38,92,41.3,10,33,30.3,12,16,75,14,38,52,19,13,5,18,23,4
MEM,MEM vs. LAL,12/27/2015,W,240,112,45,80,56.3,6,16,37.5,16,22,72.7,7,34,41,30,11,4,11,22,16
ATL,ATL vs. NYK,12/26/2015,W,240,117,47,88,53.4,8,24,33.3,15,18,83.3,10,27,37,33,13,4,9,17,19
BOS,BOS @ DET,12/26/2015,W,240,99,39,84,46.4,4,23,17.4,17,23,73.9,11,36,47,20,6,1,15,24,6
NOP,NOP vs. HOU,12/26/2015,W,240,110,38,75,50.7,13,24,54.2,21,26,80.8,8,32,40,25,5,8,16,17,2
DAL,DAL vs. CHI,12/26/2015,W,240,118,40,87,46,16,33,48.5,22,28,78.6,16,26,42,24,10,1,12,25,7
DEN,DEN @ SAS,12/26/2015,L,240,86,38,86,44.2,5,18,27.8,5,6,83.3,8,28,36,25,6,3,15,16,-15
HOU,HOU @ NOP,12/26/2015,L,240,108,38,84,45.2,15,33,45.5,17,20,85,10,25,35,21,8,3,11,20,-2
MIA,MIA @ ORL,12/26/2015,W,240,108,38,77,49.4,10,20,50,22,23,95.7,9,29,38,22,5,4,9,10,7
MIL,MIL vs. TOR,12/26/2015,L,240,90,34,81,42,6,14,42.9,16,18,88.9,9,29,38,25,3,5,13,17,-21
BKN,BKN vs. WAS,12/26/2015,L,240,96,43,89,48.3,5,17,29.4,5,16,31.3,16,34,50,24,8,5,20,22,-15
NYK,NYK @ ATL,12/26/2015,L,240,98,39,81,48.1,7,24,29.2,13,17,76.5,12,30,42,25,6,8,23,15,-19
ORL,ORL vs. MIA,12/26/2015,L,240,101,43,79,54.4,9,19,47.4,6,13,46.2,9,25,34,31,7,2,10,18,-7
PHX,PHX vs. PHI,12/26/2015,L,240,104,34,88,38.6,10,27,37,26,34,76.5,12,29,41,17,10,3,15,26,-7
POR,POR vs. CLE,12/26/2015,W,240,105,41,89,46.1,9,22,40.9,14,19,73.7,10,39,49,28,9,3,9,12,29
UTA,UTA vs. LAC,12/26/2015,L,240,104,36,74,48.6,10,27,37,22,27,81.5,8,28,36,18,7,4,16,22,-5
WAS,WAS @ BKN,12/26/2015,W,240,111,42,84,50,12,27,44.4,15,22,68.2,7,32,39,32,10,5,13,20,15
DET,DET vs. BOS,12/26/2015,L,240,93,35,91,38.5,6,25,24,17,25,68,18,33,51,16,11,2,16,24,-6
CHA,CHA vs. MEM,12/26/2015,W,240,98,28,69,40.6,14,32,43.8,28,32,87.5,7,36,43,21,10,13,19,24,6
